x,y
1.9955426543144532,2.285329093434676
1.2550466588306444,4.062276842996188
1.8203377080888048,3.180121778355514
2.4992567518887787,1.9082918858914186
2.6935002763213864,5.581300973893201
0.8539406043837738,2.9425352055245506
1.8086065726699996,3.8947313577065903
2.920455578562458,2.6786726050423786
1.6831371577669656,2.051156308471308
2.3068939788930902,4.757321259662681
2.6944064675171484,2.4289520843869425
3.119975880381573,4.10826313202994
1.5548427491906864,3.388971057461511
2.86010088860104,2.747280714791975
2.5954436381975055,2.790542044903784
1.603506060046715,0.7747506670503923
2.9622941343123927,3.437629520152535
3.729975004507547,2.9496919529320333
6.096909478531395,4.4259508124044284
2.307365905104796,4.275847382669189
2.0081932323516978,3.591202353087451
3.352503801354369,3.839444581078471
2.616706275052952,0.8491296323465582
2.4659555485760607,1.0518838185790003
2.566700853598743,5.158187079785964
4.9974594261323855,3.617545152073017
2.1095918279509727,2.0687420114576893
3.248556897405697,3.8712281194368923
3.3903380573380044,2.4152052647605062
1.5302968920552837,3.308143975567254
2.419259484973032,3.836449872057167
2.498504022981483,2.925496857636991
2.621178610825731,2.734590754398814
3.830879787071089,3.241072891776985
2.22394920085836,3.486252259666796
3.864283233710069,3.8916797069397715
4.500300759202875,1.7747447577759876
2.719243331073144,4.615031894795498
2.263987420042727,2.2181594249515566
3.1873643364849262,1.5652815420242887
2.3720290414321727,2.5965032886841946
3.478491690033283,4.380904627909819
4.152840000842229,3.86061006056361
2.148767581383441,3.557939390399051
4.16396519955785,4.176628692237264
2.7570989414349065,4.206630055635349
3.9857014927384373,3.2351102457320975
2.858614285008912,3.202982986104743
3.1559325262122444,4.051284944125918
2.855460226550173,2.432160925393282
2.557667233502179,3.5374338478005
3.753785883186188,3.2630450493317342
2.6530195363125384,2.632845872451794
3.442322591479098,2.9531697607739327
3.292444871159949,4.45887304196198
2.3630655825675406,3.9529314224707233
4.226096970676221,2.3910912893135556
1.986418044055338,2.3627061310937245
4.602146942197516,2.338807176229146
3.11767942513302,4.331461514373106
3.251682749421027,3.6668351926419898
3.1330680380626283,2.7233164986387095
4.399128866097989,1.9010863357583354
3.310057231438234,3.3632293741560666
2.722268291993328,3.780664760633442
3.9720878111470377,2.476000504884378
2.2646279028436425,3.124372632749723
3.6459137035823206,1.7655428093137635
2.575910918294863,2.648939145178103
2.084976084024931,3.9511600918139327
3.540173943707842,4.194425953419007
1.9801806847460282,2.3814079528104024
1.5433267977655047,1.8840668950246757
2.9282909720309087,2.2842122388799657
2.7275212876099055,2.523884407036035
4.202211231651271,1.4324223366906892
3.2435581210017967,1.8673980808878043
3.9964474194428727,3.5021024569307646
1.9411820427988034,4.201073673678859
2.8421338858127076,1.6487898559652376
1.9502735171809624,2.834719082817843
3.015892882312625,3.282749542272007
3.437780869444639,4.414271030379244
3.7861486275142333,4.680980408533212
3.5317397340595007,3.569725458049711
4.3498179648534245,2.780408887469074
2.4197068621860556,2.5637910499430925
1.3902304976356628,1.2267579981389833
3.90884197874501,3.1530067746195933
3.7091170512628437,3.924427765381453
4.955447787030941,2.6136105061537336
2.7189942986168982,2.9602598087743073
3.501859798240542,2.133327229168838
1.5202512052347004,1.8374738330369913
3.3413131516116623,3.181464044252814
3.2010728917420765,4.407887618189076
2.7003845164340463,2.910563032082499
2.8713246757999538,3.3158293610276672
5.2290660653328995,2.175814893160998
2.1216142338956745,3.1396213133780573
