,x,y
0,4.695852464312197,8.03254779067796
1,6.233214703938755,13.94681918049692
2,5.560892722681806,7.493217657551691
3,6.606547386288335,8.204866629999266
4,3.79516434143992,11.433964487720987
5,12.399932065903283,9.053037787446485
6,5.706767633034664,6.677506592638825
7,6.704454550394158,7.54335520983822
8,4.849359279718476,10.644831965422254
9,4.866978119359911,11.698404618524437
10,4.727321968419901,10.486023714019401
11,4.00744438623612,11.868067519944672
12,4.117540951767752,7.152858715637745
13,7.210890992800781,10.705379079645224
14,4.550218396073055,10.30665732427436
15,8.373642730317531,9.202173590039743
16,5.7160173433642605,8.902161280389397
17,6.951103921592396,13.042923226750892
18,3.8917528472821346,13.18816426390369
19,5.462742716704302,3.908142337836776
20,6.244529910676643,10.020165933762419
21,4.893324318055679,12.298518700061269
22,5.778910680212057,9.817484895336744
23,8.761624465137183,11.794448799734262
24,4.607478295071202,8.78173046157238
25,6.690023845417944,9.229235197874644
26,4.920472732291802,5.2126316965317425
27,-0.9765839909529319,16.176743253764553
28,4.0907398967671496,10.581088518959492
29,4.44179146716818,9.635851059816147
30,3.620907606920368,12.142166161456064
31,5.130515613004095,6.582962993538558
32,6.447010666774807,12.656781090823625
33,4.452370121485213,9.10440489715466
34,3.179852178004171,8.971027793285156
35,1.4499594416498907,11.491001390491205
36,5.880507663878539,10.99217699258513
37,3.887369438761861,9.934619365997595
38,5.260627857600026,10.597308896518982
39,5.380391053897901,8.835385744137636
40,3.0198495409450126,8.996542190142243
41,13.697278604141065,13.905687379160803
42,4.1952012514251145,11.097700851617656
43,5.45568702891469,11.326198493480346
44,5.195922148354278,13.738538566432482
45,4.496635906749492,8.270795717764013
46,4.182716249966923,11.55157131358644
47,4.9180482149369045,12.181645335711039
48,3.1035776239403274,9.984834224157916
49,2.596823407407981,13.599237520103866
50,6.522297563344482,10.153468477433023
51,5.2234236422467895,9.259771610212171
52,4.192557774925753,8.004089425953657
53,4.03072231266785,10.309393498690646
54,5.398443863356682,10.874462195094083
55,5.078793018207846,10.334724907023405
56,7.060822801135346,11.142495319176994
57,3.7870750575498606,11.739102213295581
58,4.775617890108664,12.042203145812216
59,7.301583599401695,21.221125899680402
60,3.191414042825097,9.0984957816697
61,4.6880980168911215,11.026464853630365
62,17.321062204996103,11.633822388307543
63,4.284153458672135,8.371055771109836
64,5.150223354936872,6.075119550306299
65,4.443071192315038,8.679936086548345
66,5.066518273960679,8.735878484225882
67,4.601663555869763,12.370739561647575
68,4.617224817821679,7.91949946601839
69,4.522542476552882,6.728022329120451
70,4.425050044613123,9.295110268447965
71,5.791029859957903,10.822791754316722
